Series Name,Country Name,Time,Value,
Forest area (% of land area),World,2012,30.8198468330224,
Forest area (% of land area),World,2013,30.7946739562124,
Forest area (% of land area),World,2014,30.7695680405394,
Forest area (% of land area),World,2015,30.7442644053976,
Forest area (% of land area),World,2016,30.716420940783,
Forest area (% of land area),World,2017,NA,
Forest area (% of land area),World,2018,NA,
Forest area (% of land area),World,2019,NA,
Forest area (% of land area),World,2020,NA,
Agricultural irrigated land (% of total agricultural land),China,1960,NA,
Agricultural irrigated land (% of total agricultural land),China,1961,NA,
Agricultural irrigated land (% of total agricultural land),China,1962,NA,
Agricultural irrigated land (% of total agricultural land),China,1963,NA,
Agricultural irrigated land (% of total agricultural land),China,1964,NA,
Agricultural irrigated land (% of total agricultural land),China,1965,NA,
Agricultural irrigated land (% of total agricultural land),China,1966,NA,
Agricultural irrigated land (% of total agricultural land),China,1967,NA,
Agricultural irrigated land (% of total agricultural land),China,1968,NA,
Agricultural irrigated land (% of total agricultural land),China,1969,NA,
Agricultural irrigated land (% of total agricultural land),China,1970,NA,
Agricultural irrigated land (% of total agricultural land),China,1971,NA,
Agricultural irrigated land (% of total agricultural land),China,1972,NA,
Agricultural irrigated land (% of total agricultural land),China,1973,NA,
Agricultural irrigated land (% of total agricultural land),China,1974,NA,
Agricultural irrigated land (% of total agricultural land),China,1975,NA,
Agricultural irrigated land (% of total agricultural land),China,1976,NA,
Agricultural irrigated land (% of total agricultural land),China,1977,NA,
Agricultural irrigated land (% of total agricultural land),China,1978,NA,
Agricultural irrigated land (% of total agricultural land),China,1979,NA,
Agricultural irrigated land (% of total agricultural land),China,1980,NA,
Agricultural irrigated land (% of total agricultural land),China,1981,NA,
Agricultural irrigated land (% of total agricultural land),China,1982,NA,
Agricultural irrigated land (% of total agricultural land),China,1983,NA,
Agricultural irrigated land (% of total agricultural land),China,1984,NA,
Agricultural irrigated land (% of total agricultural land),China,1985,NA,
Agricultural irrigated land (% of total agricultural land),China,1986,NA,
Agricultural irrigated land (% of total agricultural land),China,1987,NA,
Agricultural irrigated land (% of total agricultural land),China,1988,NA,
Agricultural irrigated land (% of total agricultural land),China,1989,NA,
Agricultural irrigated land (% of total agricultural land),China,1990,NA,
Agricultural irrigated land (% of total agricultural land),China,1991,NA,
Agricultural irrigated land (% of total agricultural land),China,1992,NA,
Agricultural irrigated land (% of total agricultural land),China,1993,NA,
Agricultural irrigated land (% of total agricultural land),China,1994,NA,
Agricultural irrigated land (% of total agricultural land),China,1995,NA,
Agricultural irrigated land (% of total agricultural land),China,1996,NA,
Agricultural irrigated land (% of total agricultural land),China,1997,NA,
Agricultural irrigated land (% of total agricultural land),China,1998,NA,
Agricultural irrigated land (% of total agricultural land),China,1999,NA,
Agricultural irrigated land (% of total agricultural land),China,2000,NA,
Agricultural irrigated land (% of total agricultural land),China,2001,NA,
Agricultural irrigated land (% of total agricultural land),China,2002,NA,
Agricultural irrigated land (% of total agricultural land),China,2003,9.18038567578512,
Agricultural irrigated land (% of total agricultural land),China,2004,NA,
Agricultural irrigated land (% of total agricultural land),China,2005,NA,
Agricultural irrigated land (% of total agricultural land),China,2006,10.4821126051041,
Agricultural irrigated land (% of total agricultural land),China,2007,NA,
Agricultural irrigated land (% of total agricultural land),China,2008,NA,
Agricultural irrigated land (% of total agricultural land),China,2009,NA,
Agricultural irrigated land (% of total agricultural land),China,2010,NA,
Agricultural irrigated land (% of total agricultural land),China,2011,10.4910475694438,
Agricultural irrigated land (% of total agricultural land),China,2012,NA,
Agricultural irrigated land (% of total agricultural land),China,2013,NA,
Agricultural irrigated land (% of total agricultural land),China,2014,NA,
Agricultural irrigated land (% of total agricultural land),China,2015,NA,
Agricultural irrigated land (% of total agricultural land),China,2016,NA,
Agricultural irrigated land (% of total agricultural land),China,2017,NA,
Agricultural irrigated land (% of total agricultural land),China,2018,NA,
Agricultural irrigated land (% of total agricultural land),China,2019,NA,
Agricultural irrigated land (% of total agricultural land),China,2020,NA,
Agricultural irrigated land (% of total agricultural land),India,1960,NA,
Agricultural irrigated land (% of total agricultural land),India,1961,NA,
Agricultural irrigated land (% of total agricultural land),India,1962,NA,
Agricultural irrigated land (% of total agricultural land),India,1963,NA,
Agricultural irrigated land (% of total agricultural land),India,1964,NA,
Agricultural irrigated land (% of total agricultural land),India,1965,NA,
Agricultural irrigated land (% of total agricultural land),India,1966,NA,
Agricultural irrigated land (% of total agricultural land),India,1967,NA,
Agricultural irrigated land (% of total agricultural land),India,1968,NA,
Agricultural irrigated land (% of total agricultural land),India,1969,NA,
Agricultural irrigated land (% of total agricultural land),India,1970,NA,
Agricultural irrigated land (% of total agricultural land),India,1971,NA,
Agricultural irrigated land (% of total agricultural land),India,1972,NA,
Agricultural irrigated land (% of total agricultural land),India,1973,NA,
Agricultural irrigated land (% of total agricultural land),India,1974,NA,
Agricultural irrigated land (% of total agricultural land),India,1975,NA,
Agricultural irrigated land (% of total agricultural land),India,1976,NA,
Agricultural irrigated land (% of total agricultural land),India,1977,NA,
Agricultural irrigated land (% of total agricultural land),India,1978,NA,
Agricultural irrigated land (% of total agricultural land),India,1979,NA,
Agricultural irrigated land (% of total agricultural land),India,1980,NA,
Agricultural irrigated land (% of total agricultural land),India,1981,NA,
Agricultural irrigated land (% of total agricultural land),India,1982,NA,
Agricultural irrigated land (% of total agricultural land),India,1983,NA,
Agricultural irrigated land (% of total agricultural land),India,1984,NA,
Agricultural irrigated land (% of total agricultural land),India,1985,NA,
Agricultural irrigated land (% of total agricultural land),India,1986,NA,
Agricultural irrigated land (% of total agricultural land),India,1987,NA,
Agricultural irrigated land (% of total agricultural land),India,1988,NA,
Agricultural irrigated land (% of total agricultural land),India,1989,NA,
Agricultural irrigated land (% of total agricultural land),India,1990,NA,
Agricultural irrigated land (% of total agricultural land),India,1991,NA,
Agricultural irrigated land (% of total agricultural land),India,1992,NA,
Agricultural irrigated land (% of total agricultural land),India,1993,NA,
Agricultural irrigated land (% of total agricultural land),India,1994,NA,
Agricultural irrigated land (% of total agricultural land),India,1995,NA,
Agricultural irrigated land (% of total agricultural land),India,1996,NA,
Agricultural irrigated land (% of total agricultural land),India,1997,NA,
Agricultural irrigated land (% of total agricultural land),India,1998,NA,
Agricultural irrigated land (% of total agricultural land),India,1999,NA,
Agricultural irrigated land (% of total agricultural land),India,2000,NA,
Agricultural irrigated land (% of total agricultural land),India,2001,32.2073057893366,
Agricultural irrigated land (% of total agricultural land),India,2002,31.5330084182543,
Agricultural irrigated land (% of total agricultural land),India,2003,30.7335963028921,
Agricultural irrigated land (% of total agricultural land),India,2004,31.6329868329868,
Agricultural irrigated land (% of total agricultural land),India,2005,32.8692137725814,
Agricultural irrigated land (% of total agricultural land),India,2006,33.8165486420686,
Agricultural irrigated land (% of total agricultural land),India,2007,34.9320788330921,
Agricultural irrigated land (% of total agricultural land),India,2008,34.6501109831606,
Agricultural irrigated land (% of total agricultural land),India,2009,35.3416487104871,
Agricultural irrigated land (% of total agricultural land),India,2010,34.4923791438579,
Agricultural irrigated land (% of total agricultural land),India,2011,35.3987866644404,
Agricultural irrigated land (% of total agricultural land),India,2012,36.3294775163937,
Agricultural irrigated land (% of total agricultural land),India,2013,36.7856069627931,
Agricultural irrigated land (% of total agricultural land),India,2014,NA,
Agricultural irrigated land (% of total agricultural land),India,2015,NA,
Agricultural irrigated land (% of total agricultural land),India,2016,NA,
Agricultural irrigated land (% of total agricultural land),India,2017,NA,
Agricultural irrigated land (% of total agricultural land),India,2018,NA,
Agricultural irrigated land (% of total agricultural land),India,2019,NA,
Agricultural irrigated land (% of total agricultural land),India,2020,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1960,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1961,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1962,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1963,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1964,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1965,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1966,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1967,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1968,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1969,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1970,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1971,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1972,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1973,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1974,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1975,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1976,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1977,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1978,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1979,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1980,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1981,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1982,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1983,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1984,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1985,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1986,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1987,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1988,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1989,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1990,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1991,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1992,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1993,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1994,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1995,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1996,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1997,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1998,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,1999,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2000,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2001,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2002,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2003,1.33875914130691,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2004,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2005,1.22906342236662,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2006,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2007,0.783135926493126,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2008,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2009,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2010,0.38550860152043,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2011,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2012,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2013,0.284634385095983,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2014,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2015,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2016,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2017,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2018,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2019,NA,
Agricultural irrigated land (% of total agricultural land),United Kingdom,2020,NA,
Agricultural irrigated land (% of total agricultural land),World,1960,NA,
Agricultural irrigated land (% of total agricultural land),World,1961,NA,
Agricultural irrigated land (% of total agricultural land),World,1962,NA,
Agricultural irrigated land (% of total agricultural land),World,1963,NA,
Agricultural irrigated land (% of total agricultural land),World,1964,NA,
Agricultural irrigated land (% of total agricultural land),World,1965,NA,
Agricultural irrigated land (% of total agricultural land),World,1966,NA,
Agricultural irrigated land (% of total agricultural land),World,1967,NA,
Agricultural irrigated land (% of total agricultural land),World,1968,NA,
Agricultural irrigated land (% of total agricultural land),World,1969,NA,
Agricultural irrigated land (% of total agricultural land),World,1970,NA,
Agricultural irrigated land (% of total agricultural land),World,1971,NA,
Agricultural irrigated land (% of total agricultural land),World,1972,NA,
Agricultural irrigated land (% of total agricultural land),World,1973,NA,
Agricultural irrigated land (% of total agricultural land),World,1974,NA,
Agricultural irrigated land (% of total agricultural land),World,1975,NA,
Agricultural irrigated land (% of total agricultural land),World,1976,NA,
Agricultural irrigated land (% of total agricultural land),World,1977,NA,
Agricultural irrigated land (% of total agricultural land),World,1978,NA,
Agricultural irrigated land (% of total agricultural land),World,1979,NA,
Agricultural irrigated land (% of total agricultural land),World,1980,NA,
Agricultural irrigated land (% of total agricultural land),World,1981,NA,
Agricultural irrigated land (% of total agricultural land),World,1982,NA,
Agricultural irrigated land (% of total agricultural land),World,1983,NA,
Agricultural irrigated land (% of total agricultural land),World,1984,NA,
Agricultural irrigated land (% of total agricultural land),World,1985,NA,
Agricultural irrigated land (% of total agricultural land),World,1986,NA,
Agricultural irrigated land (% of total agricultural land),World,1987,NA,
Agricultural irrigated land (% of total agricultural land),World,1988,NA,
Agricultural irrigated land (% of total agricultural land),World,1989,NA,
Agricultural irrigated land (% of total agricultural land),World,1990,NA,
Agricultural irrigated land (% of total agricultural land),World,1991,NA,
Agricultural irrigated land (% of total agricultural land),World,1992,NA,
Agricultural irrigated land (% of total agricultural land),World,1993,NA,
Agricultural irrigated land (% of total agricultural land),World,1994,NA,
Agricultural irrigated land (% of total agricultural land),World,1995,NA,
Agricultural irrigated land (% of total agricultural land),World,1996,NA,
Agricultural irrigated land (% of total agricultural land),World,1997,NA,
Agricultural irrigated land (% of total agricultural land),World,1998,NA,
Agricultural irrigated land (% of total agricultural land),World,1999,NA,
Agricultural irrigated land (% of total agricultural land),World,2000,NA,
Agricultural irrigated land (% of total agricultural land),World,2001,NA,
Agricultural irrigated land (% of total agricultural land),World,2002,NA,
Agricultural irrigated land (% of total agricultural land),World,2003,NA,
Agricultural irrigated land (% of total agricultural land),World,2004,NA,
Agricultural irrigated land (% of total agricultural land),World,2005,NA,
Agricultural irrigated land (% of total agricultural land),World,2006,NA,
Agricultural irrigated land (% of total agricultural land),World,2007,NA,
Agricultural irrigated land (% of total agricultural land),World,2008,NA,
Agricultural irrigated land (% of total agricultural land),World,2009,NA,
Agricultural irrigated land (% of total agricultural land),World,2010,NA,
Agricultural irrigated land (% of total agricultural land),World,2011,NA,
Agricultural irrigated land (% of total agricultural land),World,2012,NA,
Agricultural irrigated land (% of total agricultural land),World,2013,NA,
Agricultural irrigated land (% of total agricultural land),World,2014,NA,
Agricultural irrigated land (% of total agricultural land),World,2015,NA,
Agricultural irrigated land (% of total agricultural land),World,2016,NA,
Agricultural irrigated land (% of total agricultural land),World,2017,NA,
Agricultural irrigated land (% of total agricultural land),World,2018,NA,
Agricultural irrigated land (% of total agricultural land),World,2019,NA,
Agricultural irrigated land (% of total agricultural land),World,2020,NA,
Average precipitation in depth (mm per year),China,1960,NA,
Average precipitation in depth (mm per year),China,1961,NA,
Average precipitation in depth (mm per year),China,1962,645,
Average precipitation in depth (mm per year),China,1963,NA,
Average precipitation in depth (mm per year),China,1964,NA,
Average precipitation in depth (mm per year),China,1965,NA,
Average precipitation in depth (mm per year),China,1966,NA,
Average precipitation in depth (mm per year),China,1967,645,
Average precipitation in depth (mm per year),China,1968,NA,
Average precipitation in depth (mm per year),China,1969,NA,
Average precipitation in depth (mm per year),China,1970,NA,
Average precipitation in depth (mm per year),China,1971,NA,
Average precipitation in depth (mm per year),China,1972,645,
Average precipitation in depth (mm per year),China,1973,NA,
Average precipitation in depth (mm per year),China,1974,NA,
Average precipitation in depth (mm per year),China,1975,NA,
Average precipitation in depth (mm per year),China,1976,NA,
Average precipitation in depth (mm per year),China,1977,645,
Average precipitation in depth (mm per year),China,1978,NA,
Average precipitation in depth (mm per year),China,1979,NA,
Average precipitation in depth (mm per year),China,1980,NA,
Average precipitation in depth (mm per year),China,1981,NA,
Average precipitation in depth (mm per year),China,1982,645,
Average precipitation in depth (mm per year),China,1983,NA,
Average precipitation in depth (mm per year),China,1984,NA,
Average precipitation in depth (mm per year),China,1985,NA,
Average precipitation in depth (mm per year),China,1986,NA,
Average precipitation in depth (mm per year),China,1987,645,
Average precipitation in depth (mm per year),China,1988,NA,
Average precipitation in depth (mm per year),China,1989,NA,
Average precipitation in depth (mm per year),China,1990,NA,
Average precipitation in depth (mm per year),China,1991,NA,
Average precipitation in depth (mm per year),China,1992,645,
Average precipitation in depth (mm per year),China,1993,NA,
Average precipitation in depth (mm per year),China,1994,NA,
Average precipitation in depth (mm per year),China,1995,NA,
Average precipitation in depth (mm per year),China,1996,NA,
Average precipitation in depth (mm per year),China,1997,645,
Average precipitation in depth (mm per year),China,1998,NA,
Average precipitation in depth (mm per year),China,1999,NA,
Average precipitation in depth (mm per year),China,2000,NA,
Average precipitation in depth (mm per year),China,2001,NA,
Average precipitation in depth (mm per year),China,2002,645,
Average precipitation in depth (mm per year),China,2003,NA,
Average precipitation in depth (mm per year),China,2004,NA,
Average precipitation in depth (mm per year),China,2005,NA,
Average precipitation in depth (mm per year),China,2006,NA,
Average precipitation in depth (mm per year),China,2007,645,
Average precipitation in depth (mm per year),China,2008,NA,
Average precipitation in depth (mm per year),China,2009,NA,
Average precipitation in depth (mm per year),China,2010,NA,
Average precipitation in depth (mm per year),China,2011,NA,
Average precipitation in depth (mm per year),China,2012,645,
Average precipitation in depth (mm per year),China,2013,NA,
Average precipitation in depth (mm per year),China,2014,645,
Average precipitation in depth (mm per year),China,2015,NA,
Average precipitation in depth (mm per year),China,2016,NA,
Average precipitation in depth (mm per year),China,2017,NA,
Average precipitation in depth (mm per year),China,2018,NA,
Average precipitation in depth (mm per year),China,2019,NA,
Average precipitation in depth (mm per year),China,2020,NA,
Average precipitation in depth (mm per year),India,1960,NA,
Average precipitation in depth (mm per year),India,1961,NA,
Average precipitation in depth (mm per year),India,1962,1083,
Average precipitation in depth (mm per year),India,1963,NA,
Average precipitation in depth (mm per year),India,1964,NA,
Average precipitation in depth (mm per year),India,1965,NA,
Average precipitation in depth (mm per year),India,1966,NA,
Average precipitation in depth (mm per year),India,1967,1083,
Average precipitation in depth (mm per year),India,1968,NA,
Average precipitation in depth (mm per year),India,1969,NA,
Average precipitation in depth (mm per year),India,1970,NA,
Average precipitation in depth (mm per year),India,1971,NA,
Average precipitation in depth (mm per year),India,1972,1083,
Average precipitation in depth (mm per year),India,1973,NA,
Average precipitation in depth (mm per year),India,1974,NA,
Average precipitation in depth (mm per year),India,1975,NA,
Average precipitation in depth (mm per year),India,1976,NA,
Average precipitation in depth (mm per year),India,1977,1083,
Average precipitation in depth (mm per year),India,1978,NA,
Average precipitation in depth (mm per year),India,1979,NA,
Average precipitation in depth (mm per year),India,1980,NA,
Average precipitation in depth (mm per year),India,1981,NA,
Average precipitation in depth (mm per year),India,1982,1083,
Average precipitation in depth (mm per year),India,1983,NA,
Average precipitation in depth (mm per year),India,1984,NA,
Average precipitation in depth (mm per year),India,1985,NA,
Average precipitation in depth (mm per year),India,1986,NA,
Average precipitation in depth (mm per year),India,1987,1083,
Average precipitation in depth (mm per year),India,1988,NA,
Average precipitation in depth (mm per year),India,1989,NA,
Average precipitation in depth (mm per year),India,1990,NA,
Average precipitation in depth (mm per year),India,1991,NA,
Average precipitation in depth (mm per year),India,1992,1083,
Average precipitation in depth (mm per year),India,1993,NA,
Average precipitation in depth (mm per year),India,1994,NA,
Average precipitation in depth (mm per year),India,1995,NA,
Average precipitation in depth (mm per year),India,1996,NA,
Average precipitation in depth (mm per year),India,1997,1083,
Average precipitation in depth (mm per year),India,1998,NA,
Average precipitation in depth (mm per year),India,1999,NA,
Average precipitation in depth (mm per year),India,2000,NA,
Average precipitation in depth (mm per year),India,2001,NA,
Average precipitation in depth (mm per year),India,2002,1083,
Average precipitation in depth (mm per year),India,2003,NA,
Average precipitation in depth (mm per year),India,2004,NA,
Average precipitation in depth (mm per year),India,2005,NA,
Average precipitation in depth (mm per year),India,2006,NA,
Average precipitation in depth (mm per year),India,2007,1083,
Average precipitation in depth (mm per year),India,2008,NA,
Average precipitation in depth (mm per year),India,2009,NA,
Average precipitation in depth (mm per year),India,2010,NA,
Average precipitation in depth (mm per year),India,2011,NA,
Average precipitation in depth (mm per year),India,2012,1083,
Average precipitation in depth (mm per year),India,2013,NA,
Average precipitation in depth (mm per year),India,2014,1083,
Average precipitation in depth (mm per year),India,2015,NA,
Average precipitation in depth (mm per year),India,2016,NA,
Average precipitation in depth (mm per year),India,2017,NA,
Average precipitation in depth (mm per year),India,2018,NA,
Average precipitation in depth (mm per year),India,2019,NA,
Average precipitation in depth (mm per year),India,2020,NA,
Average precipitation in depth (mm per year),United Kingdom,1960,NA,
Average precipitation in depth (mm per year),United Kingdom,1961,NA,
Average precipitation in depth (mm per year),United Kingdom,1962,1220,
Average precipitation in depth (mm per year),United Kingdom,1963,NA,
Average precipitation in depth (mm per year),United Kingdom,1964,NA,
Average precipitation in depth (mm per year),United Kingdom,1965,NA,
Average precipitation in depth (mm per year),United Kingdom,1966,NA,
Average precipitation in depth (mm per year),United Kingdom,1967,1220,
Average precipitation in depth (mm per year),United Kingdom,1968,NA,
Average precipitation in depth (mm per year),United Kingdom,1969,NA,
Average precipitation in depth (mm per year),United Kingdom,1970,NA,
Average precipitation in depth (mm per year),United Kingdom,1971,NA,
Average precipitation in depth (mm per year),United Kingdom,1972,1220,
Average precipitation in depth (mm per year),United Kingdom,1973,NA,
Average precipitation in depth (mm per year),United Kingdom,1974,NA,
Average precipitation in depth (mm per year),United Kingdom,1975,NA,
Average precipitation in depth (mm per year),United Kingdom,1976,NA,
Average precipitation in depth (mm per year),United Kingdom,1977,1220,
Average precipitation in depth (mm per year),United Kingdom,1978,NA,
Average precipitation in depth (mm per year),United Kingdom,1979,NA,
Average precipitation in depth (mm per year),United Kingdom,1980,NA,
Average precipitation in depth (mm per year),United Kingdom,1981,NA,
Average precipitation in depth (mm per year),United Kingdom,1982,1220,
Average precipitation in depth (mm per year),United Kingdom,1983,NA,
Average precipitation in depth (mm per year),United Kingdom,1984,NA,
Average precipitation in depth (mm per year),United Kingdom,1985,NA,
Average precipitation in depth (mm per year),United Kingdom,1986,NA,
Average precipitation in depth (mm per year),United Kingdom,1987,1220,
Average precipitation in depth (mm per year),United Kingdom,1988,NA,
Average precipitation in depth (mm per year),United Kingdom,1989,NA,
Average precipitation in depth (mm per year),United Kingdom,1990,NA,
Average precipitation in depth (mm per year),United Kingdom,1991,NA,
Average precipitation in depth (mm per year),United Kingdom,1992,1220,
Average precipitation in depth (mm per year),United Kingdom,1993,NA,
Average precipitation in depth (mm per year),United Kingdom,1994,NA,
Average precipitation in depth (mm per year),United Kingdom,1995,NA,
Average precipitation in depth (mm per year),United Kingdom,1996,NA,
Average precipitation in depth (mm per year),United Kingdom,1997,1220,
Average precipitation in depth (mm per year),United Kingdom,1998,NA,
Average precipitation in depth (mm per year),United Kingdom,1999,NA,
Average precipitation in depth (mm per year),United Kingdom,2000,NA,
Average precipitation in depth (mm per year),United Kingdom,2001,NA,
Average precipitation in depth (mm per year),United Kingdom,2002,1220,
Average precipitation in depth (mm per year),United Kingdom,2003,NA,
Average precipitation in depth (mm per year),United Kingdom,2004,NA,
Average precipitation in depth (mm per year),United Kingdom,2005,NA,
Average precipitation in depth (mm per year),United Kingdom,2006,NA,
Average precipitation in depth (mm per year),United Kingdom,2007,1220,
Average precipitation in depth (mm per year),United Kingdom,2008,NA,
Average precipitation in depth (mm per year),United Kingdom,2009,NA,
Average precipitation in depth (mm per year),United Kingdom,2010,NA,
Average precipitation in depth (mm per year),United Kingdom,2011,NA,
Average precipitation in depth (mm per year),United Kingdom,2012,1220,
Average precipitation in depth (mm per year),United Kingdom,2013,NA,
Average precipitation in depth (mm per year),United Kingdom,2014,1220,
Average precipitation in depth (mm per year),United Kingdom,2015,NA,
Average precipitation in depth (mm per year),United Kingdom,2016,NA,
Average precipitation in depth (mm per year),United Kingdom,2017,NA,
Average precipitation in depth (mm per year),United Kingdom,2018,NA,
Average precipitation in depth (mm per year),United Kingdom,2019,NA,
Average precipitation in depth (mm per year),United Kingdom,2020,NA,
Average precipitation in depth (mm per year),World,1960,NA,
Average precipitation in depth (mm per year),World,1961,NA,
Average precipitation in depth (mm per year),World,1962,NA,
Average precipitation in depth (mm per year),World,1963,NA,
Average precipitation in depth (mm per year),World,1964,NA,
Average precipitation in depth (mm per year),World,1965,NA,
Average precipitation in depth (mm per year),World,1966,NA,
Average precipitation in depth (mm per year),World,1967,NA,
Average precipitation in depth (mm per year),World,1968,NA,
Average precipitation in depth (mm per year),World,1969,NA,
Average precipitation in depth (mm per year),World,1970,NA,
Average precipitation in depth (mm per year),World,1971,NA,
Average precipitation in depth (mm per year),World,1972,NA,
Average precipitation in depth (mm per year),World,1973,NA,
Average precipitation in depth (mm per year),World,1974,NA,
Average precipitation in depth (mm per year),World,1975,NA,
Average precipitation in depth (mm per year),World,1976,NA,
Average precipitation in depth (mm per year),World,1977,NA,
Average precipitation in depth (mm per year),World,1978,NA,
Average precipitation in depth (mm per year),World,1979,NA,
Average precipitation in depth (mm per year),World,1980,NA,
Average precipitation in depth (mm per year),World,1981,NA,
Average precipitation in depth (mm per year),World,1982,NA,
Average precipitation in depth (mm per year),World,1983,NA,
Average precipitation in depth (mm per year),World,1984,NA,
Average precipitation in depth (mm per year),World,1985,NA,
Average precipitation in depth (mm per year),World,1986,NA,
Average precipitation in depth (mm per year),World,1987,NA,
Average precipitation in depth (mm per year),World,1988,NA,
Average precipitation in depth (mm per year),World,1989,NA,
Average precipitation in depth (mm per year),World,1990,NA,
Average precipitation in depth (mm per year),World,1991,NA,
Average precipitation in depth (mm per year),World,1992,NA,
Average precipitation in depth (mm per year),World,1993,NA,
Average precipitation in depth (mm per year),World,1994,NA,
Average precipitation in depth (mm per year),World,1995,NA,
Average precipitation in depth (mm per year),World,1996,NA,
Average precipitation in depth (mm per year),World,1997,NA,
Average precipitation in depth (mm per year),World,1998,NA,
Average precipitation in depth (mm per year),World,1999,NA,
Average precipitation in depth (mm per year),World,2000,NA,
Average precipitation in depth (mm per year),World,2001,NA,
Average precipitation in depth (mm per year),World,2002,NA,
Average precipitation in depth (mm per year),World,2003,NA,
Average precipitation in depth (mm per year),World,2004,NA,
Average precipitation in depth (mm per year),World,2005,NA,
Average precipitation in depth (mm per year),World,2006,NA,
Average precipitation in depth (mm per year),World,2007,NA,
Average precipitation in depth (mm per year),World,2008,NA,
Average precipitation in depth (mm per year),World,2009,NA,
Average precipitation in depth (mm per year),World,2010,NA,
Average precipitation in depth (mm per year),World,2011,NA,
Average precipitation in depth (mm per year),World,2012,NA,
Average precipitation in depth (mm per year),World,2013,NA,
Average precipitation in depth (mm per year),World,2014,NA,
Average precipitation in depth (mm per year),World,2015,NA,
Average precipitation in depth (mm per year),World,2016,NA,
Average precipitation in depth (mm per year),World,2017,NA,
Average precipitation in depth (mm per year),World,2018,NA,
Average precipitation in depth (mm per year),World,2019,NA,
Average precipitation in depth (mm per year),World,2020,NA,
Cereal yield (kg per hectare),China,1960,NA,
Cereal yield (kg per hectare),China,1961,1192.7,
Cereal yield (kg per hectare),China,1962,1323.1,
Cereal yield (kg per hectare),China,1963,1490.7,
Cereal yield (kg per hectare),China,1964,1622.7,
Cereal yield (kg per hectare),China,1965,1746.5,
